valid,count,tpm,num_of_reads
12.6643281076,6,0.399,15.817451
1038.13814122,2,114.748473,3862.866894
0.724094634765,9,0.052013,2.119419
0.306645672577,2,0.575662,4.75141
321.984841053,13,11.848398,2488.285101
391.782223784,13,13.440083,2241.709951
-154.597064837,15,2.228035,363.004948
449.599479659,9,66.221993,1719.30982
6.78220809403,2,7.125385,651.303808
184.862935286,8,8.031052,472.863067
99.6248566196,6,6.372734,363.833125
745.737506022,4,189.461519,1840.81297
66.3982306484,13,41.526676,697.629441
61.7270744055,3,13.950557,883.050206
83.1661962521,6,31.742106,425.987102
-9.18816734756,1,4.669656,51.591439
40.0481673475,3,5.762581,302.408561
0.94,2,0.166339,1.0
60.2877201018,4,2.952409,214.03325
52.1139273111,4,2.430779,196.675492
176.258352587,4,15.212337,626.291258
1052.04587827,2,26.954374,2748.45029
69.0349574666,6,7.727148,251.085817
395.135042534,2,42.932574,1150.914183
93.2833689998,6,26.303243,511.112308
-4.40238121118,4,4.769752,111.437302
325.430070443,2,46.25401,1375.222716
57.1892495869,2,24.93061,696.680454
76.6430611806,1,9.301275,210.659528
13.41,4,0.764688,49.0
131.05,5,16.562317,1022.0
174.878987167,3,14.646109,1066.99664
121.6,1,2.468971,353.0
1.015,2,0.031403,1.0
8.35961895736,4,0.344935,51.390446
32.5953810426,4,9.973778,387.609554
0.956317093657,2,0.0,0.0
21.2947444649,3,0.544838,97.107
3.15507270826,7,2.60236,255.88329
-0.12113426685,2,0.026003,1.00971
28.0282147791,2,1.863946,190.0
153.738490924,5,25.204519,484.848394
52.6332676782,8,3.884938,127.373247
83.6432068048,3,3.202569,139.446393
110.58003052,3,15.175431,846.18036
554.469842202,7,3.052386,352.007021
-110.899454816,6,11.26297,1508.575082
702.772259618,3,12.562442,1675.688202
1.0,6,0.0,0.0
61.500647204,1,11.942024,148.235992
584.73300742,2,58.149967,2445.049212
17.09,1,1.119966,23.0
237.705007141,1,13.553901,1582.0
20.885,5,9.81323,125.0
0.0,4,0.085249,5.0
55.3771212963,5,8.018959,116.996669
48.1456936744,4,5.872082,66.211759
24.3621850293,5,2.655674,66.791572
51.405,5,6.644078,163.0
4.925,2,0.246198,19.0
100.635,1,5.725892,379.0
1312.00555511,1,17.002779,3343.68335
980.594444892,2,30.651304,5883.31665
177.355,2,9.839647,713.0
948.635,2,63.906031,7349.0
647.075,10,13.348208,2206.0
89.1827969536,4,1.599471,449.0
2.83513145496,2,0.070932,1.403676
23.6741254319,3,0.535474,72.452776
0.915743113152,7,0.009784,1.143548
-1.51856526204,3,2.767753,30.308964
670.44,6,43.026316,4871.0
17.428796969,5,0.247994,25.271021
2.32636903808,6,0.221596,16.798959
-2.02019136175,1,0.111417,10.930021
0.0348212061817,1,0.025329,1.392583
1.0,2,0.0,0.0
35.9655146004,2,3.637964,184.174807
1.0,8,0.0,0.0
944.3,5,45.036312,2460.0
8.13500128888,2,0.037105,5.531695
6.88499871112,4,0.311824,17.468305
-2.59295668061,3,0.80916,37.257045
154.227956681,1,28.460416,1269.742955
30.75,1,3.444209,139.0
-14.9314557759,3,2.190873,428.069959
103.508856573,2,0.787215,154.374929
14.9150419428,4,1.098571,33.555112
24.2523498582,3,0.122767,2.44538
-12.0707984014,2,1.100548,54.607528
348.468448543,8,20.96063,2891.947091
1132.96770661,8,132.523945,12531.207919
20.9489061411,8,0.933731,50.122907
71.4359953179,5,4.189164,275.513504
557.355,4,38.736929,2345.0
1.0,5,0.0,0.0
603.088798327,1,14.601935,2380.933354
13.05058734,2,0.417441,32.744413
-1.87058733997,5,0.431913,15.255587
116.305,2,5.302865,468.0
1.0,3,0.0,0.0
37.3910161483,1,2.468535,107.324605
6.58516184093,7,0.526072,17.675395
310.195,5,17.575678,1012.0
3.275,1,0.187714,18.0
2.63004423325,2,0.426579,7.0
139.85,6,21.512835,511.0
25.1548922252,1,5.8364,52.534316
113.597507606,1,42.980653,650.828502
276.977000759,6,52.10613,1210.600137
0.015,4,0.060224,1.0
7.24794279767,3,0.401096,11.0
69.6352095058,2,27.733349,554.221358
37.6262321907,1,2.115382,176.930511
16.4237678093,1,0.432591,36.069489
169.973106575,2,5.544246,463.0
3.72,4,0.441214,8.0
9.87123577866,1,3.466207,32.776699
19.0387642213,6,1.090193,38.223301
23.6282778053,4,9.599837,63.639115
17.0,4,0.0,0.0
393.076722195,9,22.675127,1306.360885
144.110170605,1,9.108871,457.0
406.325,1,15.991278,1324.0
0.15,2,0.005315,1.0
296.447328935,2,15.057335,1478.102257
499.395,6,37.199585,1517.0
13.871615104,11,0.343535,21.868095
151.155360853,16,14.415953,536.354958
40.8284077999,14,2.247398,246.467489
70.0183016902,2,3.49381,373.281862
27.165,2,1.401889,84.0
12.2324627743,4,0.428686,52.0
34.8236176599,1,3.188132,187.818735
92.8213823401,1,6.8137,734.181265
-0.055,3,0.071237,1.0
-0.23,2,0.029527,4.0
0.935,2,1.785952,13.0
1.53,1,1.80104,23.0
-0.16,7,0.015212,1.0
368.895725749,16,19.232023,2206.0
26.575,5,8.433715,151.0
347.527283035,4,10.691556,2631.66142
283.109880245,3,11.418361,2871.780201
44.7358231985,2,1.360439,197.558378
34.7083419606,8,4.604472,92.015449
1.865,1,0.772555,6.0
11.9185277771,2,2.039435,30.3517
2476.90689874,2,38.494957,8051.813345
-14.2168987408,3,0.415099,88.186655
319.97,1,7.539849,2120.0
179.77,9,50.809249,4111.0
143.152483309,7,17.881769,1706.553998
185.448914667,2,0.121034,11.621746
106.666313391,2,20.553027,591.714106
653.195,6,39.412847,3130.0
385.348768056,1,1.595964,371.937387
320.615,4,14.166026,2082.0
46.09,3,3.603972,230.0
45.2426491053,1,2.387444,305.580161
2.99999961545,1,0.0,0.0
88.7423512793,1,3.860878,184.419839
400.1,4,40.978097,2984.0
3.925,7,0.144871,7.0
0.195,10,0.936085,8.0
393.597536457,8,24.767948,1556.508117
54.9483474837,3,14.383699,1022.640639
355.815450092,9,57.958246,3728.939678
4.0,6,0.0,0.0
5.16830342823,3,0.167254,24.0
198.965,3,116.045023,626.0
14.63,6,34.634958,646.0
38.9862393024,7,8.672494,246.859863
95.4795110296,1,17.463914,495.969939
175.889445398,7,4.00965,954.508435
87.6292689947,3,0.584688,48.276303
94.6716255552,2,0.945199,168.647961
0.935,1,0.002567,1.0
14.32,3,3.199129,71.0
2.03,1,0.519086,7.0
8.62,1,0.864763,80.0
92.76,1,31.733462,397.0
53.905,2,21.585274,249.0
1.2708237232,1,0.101735,8.0
58.38,3,36.591929,283.0
602.758261694,1,52.468907,2177.191982
115.765,4,53.700095,2066.0
14.0260254379,4,10.206465,93.196542
316.237653883,4,16.529245,1310.533655
-3.88575824305,3,4.870043,380.269802
940.79751536,4,34.899707,2475.600953
14.3103963074,3,0.68885,10.900878
439.367088333,4,69.201812,1261.498169
2.33134357184,3,0.258612,15.0
5.87607644491,5,0.072638,4.423247
7.07156846573,2,0.724656,47.706341
7.635036335,6,0.543511,14.870412
169.923420635,4,3.583524,540.997956
11.545,1,2.464496,39.0
599.336097772,12,18.715055,2857.0
42.6567740066,13,5.312238,85.2731
4257.97449862,9,171.97366,13294.183122
2840.72216915,1,295.636095,13862.066032
12.8634795831,3,1.230987,84.239739
480.406520416,6,32.058466,2141.760261
3073.22,4,235.37072,9912.0
-10.6845968059,4,0.308049,33.002314
1536.00791046,2,156.978083,17679.639051
1.88889640138,1,0.219484,14.0
0.48,1,0.058768,6.0
46.375,2,2.388346,253.0
-31.9768650445,2,1.419015,228.381757
-0.765110148402,1,0.025624,2.223974
0.17,1,0.133645,11.0
7.095,5,2.864851,31.0
-0.657294681561,7,0.13538,1.962001
31.4022946816,7,0.709006,102.037999
562.36,7,29.202618,2229.0
239.168082887,2,77.862037,1452.257459
352.966146144,4,41.708781,1080.169098
823.804548811,4,153.04867,3610.539151
7.11876465252,3,0.470431,65.639271
121.761041159,3,3.645411,415.065295
-24.0248058116,4,0.554403,62.295434
117.894657686,1,4.723413,416.707392
1.91,5,0.013706,5.0
1.0,6,0.0,0.0
3843.9056042,5,496.202369,12947.213664
1262.48795365,1,814.012248,5792.974581
-0.06,2,0.017748,1.0
3.28397915833,1,0.548153,11.702348
166.715,2,12.506964,584.0
88.66,1,27.818472,320.0
24.7286493472,3,0.565416,42.0
160.5,6,7.663013,562.0
316.296999545,7,5.257775,428.484281
473.095235099,4,3.126751,746.973573
96.8936235599,3,6.952481,595.060381
313.49,4,39.734905,1765.0
39.4950066011,1,11.584975,137.781029
136.637365252,1,3.990733,303.440635
62.0826281471,2,3.736382,290.778336
4.32233139838,1,0.300871,14.0
27.745,1,0.661719,69.0
19.48,3,0.822856,45.0
288.03,3,20.782757,1171.0
82.9790545185,20,13.261574,362.404197
85.184438686,1,2.431852,258.240838
85.0174605238,2,7.620069,176.792151
1.34576895291,2,0.038729,4.999915
10.4627154656,3,0.131559,13.046993
18.0835766737,1,0.0,0.0
2242.965,2,111.774811,5626.0
985.884759777,2,163.989741,2280.709398
-1.49598032115,2,0.044088,3.289222
7.26598032115,1,0.161095,6.710778
1.78,1,0.140204,6.0
3.08,2,0.131236,4.0
441.405,3,3.834607,980.0
287.873044757,1,6.416497,838.999986
47.7120755221,12,1.796194,120.0
375.76,4,6.962485,1076.0
15.495,6,1.064647,32.0
257.04770769,9,14.18047,541.417163
80.1572409834,1,1.920749,150.727728
170.545051327,4,13.35059,649.855109
301.31,3,14.872039,808.0
362.965,2,15.467767,770.0
75.3777706554,2,1.598606,259.0
85.9794505029,6,3.25897,167.0
221.982371088,6,20.69243,1410.658928
277.859585388,2,16.582695,1133.181448
91.5230435241,2,0.898624,63.159624
68.4777654573,4,12.46334,192.369252
243.79,2,14.517851,768.0
37.5266854815,1,1.370894,88.290206
51.9833145185,1,11.797682,112.709794
2255.75,1,87.618777,8100.0
196.095,3,8.23416,339.0
495.329509951,5,6.446569,1199.670798
90.935,3,2.443408,121.0
1.08369278155,5,0.611854,10.477678
42.3053342988,2,4.415061,148.627628
102.643290182,3,4.597108,192.698473
-6.29261512655,1,0.134016,13.804551
0.999999987767,3,0.0,0.0
41.6064627465,3,3.872698,379.156377
8.0,2,0.0,0.0
0.195,3,0.141901,8.0
78.1563020071,2,2.269616,279.288793
-25.5613020071,1,4.859951,173.711207
-0.025,1,0.1516,3.0
3.1263831325,1,0.169463,8.397479
-0.065,1,0.005454,1.0
-0.315192744617,2,0.064129,1.085671
-0.358070910816,8,2.310964,36.645494
1.0,1,0.0,0.0
-15.1720512696,2,3.614904,81.871996
-0.045,1,0.016753,1.0
1.05,1,0.272825,5.0
15.04,1,13.677547,192.0
2.98,3,0.18167,5.0
2247.595,2,242.28877,11030.0
57.3669394625,3,60.451384,1789.481288
21.8393500418,5,1.746807,56.760701
3.7637104956,2,11.754891,267.758011
17.7286541385,2,0.840392,113.0
32.6396449309,5,153.796418,2073.981882
-5.63829876159,6,31.328765,397.026922
696.548526996,3,118.251881,2409.247044
5.0,1,0.0,0.0
-15.2812503888,3,0.693698,105.177127
29.1112503888,3,1.241351,184.822873
-323.997030848,1,1.506904,366.55734
399.191688827,1,1.770055,434.250377
-3.15965797885,5,0.626414,51.192283
118.76,4,9.801144,922.0
126.25305796,1,23.93096,2147.0
83.1922962148,6,79.537116,922.68072
297.880787197,2,172.263737,8816.147209
13.321916588,1,51.351444,1283.172071
19.28,1,4.559149,56.0
2.60044522611,3,0.44601,8.0
0.03,4,0.06255,1.0
2.58,1,2.056061,31.0
5.0,1,0.0,0.0
23.6533495377,2,0.417597,95.0
33.51,3,1.013722,67.0
654.677234682,2,116.319142,2899.028242
333.617765318,2,146.294163,3165.971758
495.955,1,18.269116,2371.0
0.005,1,0.064517,1.0
-0.06,1,0.093116,2.0
-0.07,1,0.077763,4.0
118.985,1,14.895386,666.0
2.01,4,0.05847,3.0
1.65722991454,1,0.0,0.0
-0.921653555038,6,0.246502,4.269275
1.89736406459,10,0.441945,6.275653
5.44,10,3.529041,25.0
-8.24012083173,16,1.464885,32.93939
13.7943014108,15,2.900181,68.794511
-7.3748673906,8,4.818806,138.261919
385.12175633,5,23.033781,1724.459253
207.505193027,3,0.473451,71.583649
4.50089173129,2,0.491522,36.0
1.0,2,0.0,0.0
-20.0254731469,11,8.029663,137.503722
147.848987008,11,31.033298,1199.992332
168.280402475,8,7.285247,967.035306
-5.89860482971,3,0.286208,7.449321
296.672253852,4,34.7005,1989.019319
-0.035,6,0.18765,3.0
18.8932986192,4,14.402602,136.660031
29.0063503301,1,5.944819,338.243499
10.5854208194,1,0.715467,138.09647
265.718075996,1,81.722681,1402.113062
6.0684080316,1,3.527515,48.14251
29.4985159718,2,2.273379,160.744428
0.355,5,0.879283,33.0
1110.05155024,4,67.269637,7193.706628
3.86037030137,14,13.176734,215.797028
46.23254038,13,4.796816,285.083127
29.3520893186,3,2.472512,122.119845
-0.330654743103,20,1.42855,9.702202
11.1186896925,20,9.086293,120.46409
10.5070862474,2,0.072617,8.976061
8.14628806592,1,0.0,4.6e-05
20.3557428301,13,0.289282,158.070486
165.838151722,1,385.93071,2708.881863
4.825,2,1.88414,24.0
-238.562996698,1,2.619218,968.291162
422.622939081,1,3.233821,1195.291834
392.610057616,2,117.162463,3011.417004
1.70906498857,3,0.0,0.0
1.455,1,0.288967,8.0
36.7781392502,2,16.983389,359.261872
-0.454884348236,1,0.015781,1.515338
0.933445574466,4,0.04142,1.352627
77.3112062039,2,7.327305,524.998423
723.9,3,21.073902,2470.0
29.5428137488,3,1.269566,104.0
6.035,6,0.667567,30.0
42.62,5,9.026418,149.0
430.12,3,50.806712,1362.0
1.0,2,0.0,0.0
40.22,1,5.203185,164.0
6.45732041814,1,0.835973,11.517779
13.5976795819,1,0.37608,91.482221
42.31,3,4.897187,644.0
351.465,2,10.229482,1423.0
6.11234843525,1,0.373952,12.540023
17.274838998,2,0.346269,19.611707
-2.87367781171,1,0.621709,22.848269
15.58849032,6,3.075956,50.275365
0.06,5,0.128759,1.0
64.8241831936,5,2.151798,406.311147
3.64732648638,1,1.477015,22.413488
12.985,2,0.347652,23.0
364.361959123,2,19.711778,2073.998229
-318.333765178,13,19.847519,2197.273714
672.114981113,1,5.233121,1277.557991
202.399124182,2,18.323377,5290.168295
-0.075,13,0.112725,1.0
-0.205,7,0.766953,8.0
375.75,5,19.82187,1969.0
131.21937281,16,12.544104,1233.429204
85.2088598209,6,2.730956,750.299778
-3.65484167464,1,0.792785,11.0
15.4085626167,2,1.718672,46.575889
95.985,5,7.372004,550.0
94.7637910685,4,35.452939,1696.911613
385.909958598,2,149.651732,3063.571628
160.544306523,6,37.20764,616.608347
107.122911357,1,14.877042,685.0
0.00515700479165,3,0.99426,21.0
-1.19667781568,5,0.123355,3.26675
5.90518126967,8,2.989026,59.926738
6.895,1,0.211027,18.0
0.03,2,0.046278,1.0
80.79,7,27.354976,360.0
3649.5898429,7,158.356293,16831.453248
386.106537905,2,0.938661,198.714567
83.82,2,2.950419,418.0
20.1982384985,3,0.928101,218.64502
50.219326179,1,1.490842,262.032359
0.81450923692,1,1.151665,13.32262
1.0,1,0.0,0.0
-0.14,2,0.013154,2.0
30.095,1,1.103477,108.0
13.7160451051,1,0.777386,22.986924
1.03,3,0.057202,1.0
-63.8330402798,2,2.534338,246.559581
213.266747997,3,3.765384,366.202762
10.0512922826,4,0.114097,4.237657
3.87536205791,2,0.559477,12.216798
6.01167968791,2,0.0,0.0
-1.65284678379,2,0.103916,7.783202
25.2129849517,1,1.718763,68.750804
20.0520150483,4,3.471505,83.249196
329.77,2,12.469351,1173.0
1.0,3,0.0,0.0
22.0116730484,3,1.606277,88.0
259.13,1,13.18691,824.0
288.224760432,2,27.64327,1235.981249
0.05,1,0.011878,1.0
80.6131633575,1,3.290628,513.567518
3.63683664251,3,0.724625,29.432482
-1.31369989698,6,0.160317,3.276689
3.70601696827,6,0.090829,4.438899
1.84634464572,3,0.163027,3.284412
0.055,3,0.080142,2.0
7.205,1,0.465914,19.0
575.55,4,17.480332,2777.0
339.315,3,14.173947,1098.0
267.985521019,1,2.298476,530.129945
327.285399381,2,6.519526,1481.870055
1129.865,4,80.556613,5141.0
905.885,4,27.594176,2516.0
17.2096448088,8,3.811,99.562757
156.600178595,10,17.688419,1951.922173
1626.54863698,2,33.284073,4476.492827
596.41,9,12.615032,2778.0
45.1030927977,9,14.62313,192.444944
246.876907202,8,8.926015,898.555056
702.735794821,5,133.469065,2146.808928
5.7,1,2.341488,21.0
-0.025,3,0.072925,1.0
11.325,6,1.533789,31.0
3.145,5,10.374501,89.0
-0.836760347139,3,1.134315,29.855257
817.2219255,2,17.73946,2332.811106
1.40511749557,3,0.040843,2.0
9.07427619256,1,0.103993,6.954339
-2.69363525388,2,0.49441,21.045661
5.88435906133,2,0.0,0.0
3844.155,2,117.931292,10703.0
6.245,2,0.54153,41.0
5.7,2,0.580937,39.0
329.418276675,6,14.809319,1398.896869
24.5417233252,4,12.622501,214.103131
408.864804328,3,70.277263,3608.081528
72.2165505461,1,1.173346,61.307906
131.443645126,3,15.709261,322.610566
287.701265688,5,40.577309,1326.42951
526.210392233,22,132.278212,1409.865948
80.28,1,2.954613,202.0
31.875,1,8.592521,141.0
-0.597030534412,1,0.62895,12.180585
145.008496757,1,3.950414,593.819415
56.7630756256,3,0.0,0.0
-2.28261026509,1,0.546554,101.675116
105.01,2,11.074642,208.0
2.48764343484,1,0.581766,11.758296
0.09,6,0.202447,1.0
29.1276006213,8,0.817933,52.332123
0.974582054195,5,0.0,0.0
1.48840826238,3,0.132903,13.953355
1.0399999997,1,0.129695,7.0
598.4,9,20.594529,1408.0
12.905,4,2.034692,40.0
980.406110733,12,18.480552,2516.741589
88.9007837968,5,10.217537,217.134968
135.58810547,3,6.848287,1054.123442
127.875,4,22.228715,489.0
-3.17593420586,7,0.322429,8.591116
165.906839352,3,19.941622,447.759028
-4.26619440679,7,7.318525,55.649856
152.115,6,5.736162,452.0
779.993473393,6,8.62261,2903.0
704.149545827,12,25.296755,2045.950221
8.755,1,6.42172,77.0
17.545,1,0.683626,59.0
-0.035,1,0.165752,3.0
9.0,4,0.0,0.0
492.636797591,3,27.175217,1412.854561
110.418787014,10,6.281727,187.584579
55.9744153952,7,4.940018,246.56086
1.0642135868,9,0.268338,32.488632
25.8935414198,5,8.382021,95.330153
438.527108159,1,14.908197,1834.536497
14.3451727739,1,0.254664,45.0
3.96,7,0.527946,24.0
-4.18818321274,5,0.150488,9.999986
7.30318321274,4,0.0,1.4e-05
270.18177422,6,37.500907,1465.922507
72.9960842641,5,21.591006,707.892019
15.0071415159,12,34.215012,668.185474
188.518619226,10,24.077335,1042.899621
276.752001383,6,14.722601,1097.446008
130.795848432,5,10.27305,643.25917
925.797150186,1,165.987891,9061.294822
63.165,1,3.201457,204.0
22.305,1,3.644375,72.0
33.635,7,11.013136,141.0
249.66652189,11,10.717424,962.573618
1.94,2,0.098818,7.0
141.68375889,1,1.324083,785.035863
106.001047597,5,7.725768,369.784455
96.1651935128,5,13.897572,278.179682
27.3833256902,2,0.753899,32.311874
389.403347301,3,24.284101,1435.355542
199.588327009,1,26.187892,1014.332584
456.444327871,2,30.500716,1912.811753
6.33264941963,1,1.014554,54.0
-1.56707382599,3,1.783309,48.675229
15.2834356705,2,0.0,0.0
0.900794198507,1,0.0,0.0
14.6187801711,3,0.277864,16.568137
413.493891907,2,6.258829,870.65146
191.559075648,2,4.35484,652.772378
218.44233111,2,3.730171,629.438479
32.2947700609,3,15.47062,661.054645
1122.15022994,2,46.908058,2197.945355
0.765518698125,1,0.045534,7.566675
407.531441783,5,7.234091,905.944553
543.035,3,43.753181,1689.0
-72.6698698205,4,1.915904,201.521914
23.1171151293,4,2.50486,226.273578
66.1469819523,3,10.758226,281.758906
-1.78906303559,4,0.812429,34.952405
67.9180324354,2,9.532055,316.548644
