valid,count,tpm,num_of_reads
183.632691487,12,4.272579,577.133316
9.5466552485,4,0.326147,5.754656
64.4390735681,11,4.17342,255.76351
35.6926647578,2,1.998436,24.481834
164.25,2,6.861512,773.0
2.0,2,0.0,0.0
4.14977658901,2,0.043528,2.977342
486.895,1,136.384549,1365.0
83.6345097627,2,1.619719,92.999578
6.02,2,3.778834,14.0
46.9754902373,5,5.886336,298.000422
226.180139605,2,8.377388,702.045708
39.62,1,0.974438,67.0
9.34,1,0.32658,30.0
34.89,1,12.671145,77.0
167.085533098,4,31.01114,579.417249
35.5493968633,2,11.731235,166.965619
2.33245200116,1,0.138977,16.0
0.812547998838,4,0.0,0.0
55.7000922144,3,3.852962,175.528187
375.255971634,4,40.837163,1896.234043
179.431773864,4,31.84478,479.100778
-3.84707894162,5,3.778713,71.707161
25.1953050777,2,5.982345,111.192061
12.0781132,6,13.923937,220.342657
112.594038597,3,11.804507,215.954637
138.022848203,3,27.569883,389.702706
371.840873162,2,6.647162,616.879035
726.897924608,1,33.885045,3046.651227
8.77866317612,3,0.640024,39.015186
10.4113368239,5,0.212474,4.984814
2.2,4,0.247121,15.0
153.78812189,1,4.786663,289.145921
678.33,4,16.724421,1476.0
10.0434323059,2,0.821777,9.185992
2.40833357172,7,1.243365,15.393447
85.519906096,8,1.465424,316.420561
13.82,2,0.388618,21.0
321.536461945,4,12.388665,1497.119867
122.289517028,3,2.38475,323.833169
2.61851756196,3,2.551295,325.474447
23.3732878031,1,0.247553,51.095685
3.94560638753,7,0.091562,2.386126
1.38310357949,6,0.165203,3.043742
579.918887563,5,21.945871,3049.987907
549.087909458,2,23.157323,1439.488474
44.1759096138,1,0.0,0.0
0.96,1,0.079726,1.0
7.86387693946,1,1.55622,19.115043
95.0728457937,7,4.988211,117.67585
179.016846165,1,0.988715,332.937904
0.04,1,0.071073,1.0
36.4708861483,1,0.009555,0.761323
-19.9958861483,3,0.41854,33.238677
1.915,1,0.331356,8.0
156.295,2,4.275389,424.0
114.19,5,3.477164,281.0
164427.613302,9,11461.859022,639856.884579
10322.4485336,3,295.072141,24190.833749
0.0249520551892,6,0.083429,1.005779
-160.312454071,1,20.247451,1054.649924
226.732593741,3,3.729748,174.156816
193.59,2,26.779406,1803.0
85.195367444,5,16.528295,551.034056
61.9747980438,1,6.742327,198.929037
161.449906151,10,22.248666,477.871623
72.4900742974,5,41.50293,786.236388
0.9,2,0.029088,1.0
-1.64269487666,2,0.213288,8.947382
80.8796063268,2,2.178949,241.580457
1.0,2,0.0,0.0
609.607872558,9,70.381836,4857.582467
200.032127441,4,27.663239,636.417533
99.8656525908,5,4.273558,374.659763
1.81828400647,8,0.454165,17.340237
-1.21243466533,4,0.0,0.0
1.52567732603,2,0.126554,7.2088
46.1736656,11,5.643743,111.500464
27.5057511905,4,5.771468,215.481389
58.5385654078,8,5.859791,240.295283
293.145,1,12.074021,778.0
721.153787915,4,24.754508,2160.557309
-288.705459022,3,10.308697,481.354133
-1.83283232699,7,0.373517,7.31869
165.445,3,34.007045,968.0
739.045,1,78.010147,4616.0
1.0,1,0.0,0.0
17.855,2,2.333862,145.0
19.015,4,6.28375,78.0
2.17895569147,5,1.446878,63.0
889.38,2,111.146242,6974.0
128.31,1,14.575419,1095.0
3.755,1,1.139774,11.0
12.8658881709,1,1.548797,149.118546
4.40908036647,2,0.028967,5.550627
-0.045,7,0.013062,1.0
6.9468288668,6,2.564561,55.0
4.0716806068,4,0.356935,45.778596
133.750001157,5,8.423647,577.0
-62.5653563022,1,3.127305,252.726812
143.350905938,2,2.18621,636.511677
-0.03,2,0.03327,1.0
165.09,2,3.852678,742.0
15.2140950514,15,0.004504,2.047132
197.556153103,5,19.898858,1756.157247
19.6684756277,3,0.283563,59.173343
-0.612971236437,3,0.1406,4.541252
1.0,3,0.0,0.0
450.494771998,1,252.92926,4758.646606
4.91,4,1.949081,57.0
2.76,5,1.222557,29.0
-0.085,4,0.064653,1.0
97.9557212892,1,2.721527,542.807553
-2.83039283292,3,4.534182,431.837536
12.247990608,7,4.67556,63.354911
4.265,3,0.572554,44.0
10.2800594484,11,2.523014,63.127158
77.8738897408,7,7.112492,409.303112
13.0060508107,1,6.18803,368.56973
89.63,8,20.371347,748.0
1.0,6,0.0,0.0
29.455,3,2.785098,241.0
144.490340398,4,14.077874,1301.442296
128.879659602,4,6.385565,840.557704
61.9263085866,3,2.212602,118.341653
147.073626341,4,17.959111,948.293333
116.180065072,3,24.90041,973.365014
8.46959868421,2,0.250375,17.288393
3.00872732474,2,1.117907,23.538916
-2.64332600895,2,2.011834,45.172691
2.74863867921,6,0.714707,18.184273
37.1854570406,3,6.242112,305.058909
523.952141847,2,168.888884,2255.555742
97.0275026188,4,4.5709,411.421501
235.867270766,5,2.549266,529.987536
-1.72025829962,3,2.411813,494.123052
449.976916593,4,105.241398,2650.294973
5.34800781607,8,3.83457,74.760782
40.0000755909,4,19.755428,191.944245
41.592975261,5,3.763309,302.534496
0.695,2,0.673898,12.0
258.415,6,14.014988,1588.0
5047.18440184,7,822.653155,40417.817875
116.150725087,10,11.356565,320.67795
42.475786764,5,21.133549,515.038396
460.788488149,4,77.647638,4183.283654
398.68003477,3,19.209642,1465.0
1.0,1,0.0,0.0
0.0199915226946,1,0.086934,2.0
165.99,13,19.193442,1117.0
166.750256134,9,41.510971,3364.067515
28.7859729024,6,4.035156,316.390189
22.0237988897,1,22.427584,710.542295
2.0,3,0.0,0.0
0.294637400164,7,0.024099,2.291313
159.445124847,5,12.76529,869.0
1.0,5,0.0,0.0
72.322055081,9,1.619152,80.65552
97.3351374394,9,27.30572,298.130957
171.815165166,1,7.863333,1296.983481
40.045,5,1.473773,228.0
37.65,1,3.262656,222.0
1.105,5,0.086444,1.0
24.0770470899,1,1.345855,236.417959
5.84132540545,1,0.145953,5.582041
10.98,2,2.980277,46.0
173.365,2,3.793757,402.0
21.1150008536,7,6.9825,135.0
5.93308700272,2,0.069756,5.349297
-0.743087002723,1,0.084106,1.650703
23.0055175049,1,1.335921,110.0
-0.045,4,0.014874,1.0
4.28169810572,2,0.135029,12.079173
1.11754041156,3,0.057815,5.070498
0.0988834726242,4,0.064442,0.850173
52.415,4,77.792425,771.0
4.0,1,0.0,0.0
37.0754775463,1,1.287095,258.174453
3.81,1,1.352696,12.0
0.08,1,0.065617,1.0
8.4,5,5.545622,71.0
85.23,3,4.524822,302.0
18.4695224537,5,9.333729,361.825547
153.931442487,2,32.400435,1511.852569
6.29586168313,1,2.409493,33.666929
62.6391383169,3,13.796428,413.333071
-23.0938304623,6,0.525828,65.40663
39.95,1,11.117305,220.0
-1.62982885354,6,0.138738,16.279072
1.34487357153,7,0.295126,3.720928
39.5180295977,6,37.822442,832.039717
0.13981565319,3,0.691638,26.137369
227.800190309,1,5.648095,838.0
-2.54587308573,9,1.99598,40.860381
0.28502846846,8,4.382121,72.336106
19.1761012757,6,0.65943,98.310144
2247.41921177,4,125.305856,9861.677988
7.06180790655,1,0.961689,33.467826
0.183008831701,3,1.3e-05,0.000112
-3.60769611378,1,0.229813,12.545498
3.6246872821,4,0.108569,7.454389
74.4064266148,4,35.901374,682.453028
4.34,2,0.661076,38.0
3.48552802492,6,0.029996,2.86948
0.02,14,0.022045,1.0
-1.88656163289,8,0.232535,2.84111
466.010827937,7,18.308944,3393.50963
-6.18659936877,2,8.173475,70.649181
1.81350684815,2,0.013279,2.470762
62.07,2,8.364001,209.0
108.566466206,2,17.376869,385.65419
36.8035337936,1,4.274095,372.34581
0.213694204601,2,2.29962,20.101428
59.2213057954,1,1.910178,176.898572
303.075,1,9.693367,1533.0
243.585,1,4.697166,1140.0
-0.25,1,1.267171,14.0
19.3079542923,2,2.863644,209.552346
14.8549681056,4,1.528149,71.802267
0.232077602181,3,1.661357,23.645387
43.8339969928,1,54.416622,2270.389826
139.220434179,1,151.335717,2380.095537
2352.05556883,1,119.7799,15716.514638
-0.01,1,0.142469,1.0
351.32,4,32.085742,3304.0
340.641742276,1,72.461057,1549.302962
472.745,2,82.643541,2578.0
568.144052091,1,111.616045,1842.457317
5.11594790875,1,0.182928,3.542683
29.25,3,8.243113,105.0
8.39380173893,2,3.126085,59.322509
100.174331396,2,4.174663,512.087582
-9.91313313532,4,1.166751,41.589909
30.6100328524,6,1.495356,80.999967
7.64496714758,11,0.32659,26.000033
37.7783582156,6,1.20994,44.190982
76.1084233241,5,2.803719,217.830805
86.3706348695,5,3.94771,311.970944
64.9768443133,3,1.271784,90.131001
24.3847090048,5,4.909452,61.898055
0.0967795396476,1,0.473608,5.648053
39.9582720038,1,0.851037,107.351947
45.88,1,119.005059,199.0
6.6862070877,2,0.0,0.0
1.0,4,0.0,0.0
1104.855,4,16.072961,4208.0
15.760820656,3,0.522524,64.554133
2.52417934396,3,0.214912,16.445867
123.244685846,4,20.41618,326.397757
263.841226492,2,13.228479,918.585338
60.3490876619,2,5.99637,264.016905
377.91,5,32.28235,2227.0
302.908307518,12,18.974923,952.605039
121.183882527,13,6.720037,715.136157
481.063560778,4,14.370569,1452.2455
593.38423316,6,5.658796,657.180093
1432.02106537,5,6.897117,1107.583504
-51.4339555888,4,17.408172,2766.102034
12168.2652446,4,3847.27173,77383.653326
489.364890141,1,151.908,2729.682885
235.685,12,6.581185,1896.0
4765.565,8,134.554208,13414.0
8.16893306224,3,2.351192,57.605685
94.2229175314,10,21.648601,359.466006
162.188149406,2,24.50745,668.928309
1259.16397569,1,74.361162,3672.77289
3.015,17,0.047025,7.0
944.907900495,6,45.538655,3024.587077
0.990083158368,7,0.503394,9.994368
40.5258170414,3,3.427101,94.767341
4.56197998844,5,0.711517,11.536999
4.905328551,4,0.318672,16.909625
5.50355957637,1,1.391778,16.326399
12.1805588761,1,0.229275,12.910988
1.0,13,0.0,0.0
26.2549051014,8,3.370095,176.198657
255.877289412,10,12.498689,1335.371238
326.023565658,11,16.233435,817.083073
73.708216197,6,7.042787,752.0
-1.39381078097,2,0.038287,2.302828
281.791776217,4,128.169457,1303.603014
-23.8531733007,2,110.989914,937.725924
297.971964353,2,41.413754,717.262822
1.0,2,0.0,0.0
0.497005826931,1,0.029838,9.329284
156.145,15,4.822903,651.0
887.551400268,8,51.885832,4302.638451
85.7269637495,16,19.772437,240.937251
318.102238055,11,60.02691,801.675272
-0.06,2,0.041587,1.0
1.16,4,0.268379,3.0
2.165,2,0.154474,18.0
9.07852001623,2,0.30068,32.740403
5.31805483678,4,0.511525,25.480821
50.913425147,7,14.514407,244.778776
46.0441333053,5,16.114397,242.43912
-61.3763578225,8,3.004892,175.754382
116.467224517,10,7.950736,434.806498
65.9716077558,10,11.704905,238.474075
77.0606188345,6,11.707198,207.32706
4.2066754479,2,0.535857,6.198866
1895.59199025,14,197.56905,16177.999938
35.0073941336,19,5.433501,192.093152
231.249420902,4,29.851878,725.569735
136.403184964,2,29.408079,681.337113
0.601299059039,1,0.0,0.0
15.14,2,1.798843,111.0
42.415,4,2.088289,133.0
2.49022288613,3,1.133295,31.74334
53.1786029236,7,2.67567,432.54557
13.4761741903,10,0.047338,7.711091
68.7014167167,9,0.150707,11.669809
12.1312784545,2,2.651511,174.988064
1.6511820331,3,2.026292,156.376264
-0.207457025483,2,0.091864,3.044736
3.6341011977,2,0.359256,21.024321
10.8783558278,3,1.602332,83.930943
71.2750017066,4,0.948741,273.789115
13.4199982934,2,1.455828,119.210885
143.335793883,3,5.665275,1049.305865
-6.99579388272,3,2.7907,121.694135
178.042078196,6,9.311113,635.671463
329.468419544,8,22.616999,1133.979669
-9.93549773958,12,1.504209,89.348868
52.1319732115,11,7.097557,168.128863
302.643548861,5,18.835026,958.434392
120.547135273,6,7.418569,343.027698
0.767675431613,1,0.612955,13.523969
185.751930055,2,20.704516,803.291193
45.4684710208,2,3.290992,205.0
0.035,1,0.183726,2.0
0.96,1,0.191738,2.0
1.835,2,0.77582,9.0
0.105,1,0.031792,1.0
1.42123418448,2,0.336326,5.464337
0.703765815518,1,0.352708,5.535663
7.485,1,7.36154,61.0
34.47,3,0.607189,136.0
47.77,8,3.714769,116.0
6.9,3,6.085291,70.0
108.887288545,5,3.649749,441.887533
215.393489547,7,4.863346,569.858111
51.935,4,1.309967,138.0
470.505,3,21.7103,2843.0
110.21,3,26.347736,1226.0
6.24885543495,1,7.559747,89.417378
3.6801429828,7,3.51806,45.269968
8.71070948193,1,1.746449,19.465415
0.437229325439,9,0.558544,20.01872
0.608899546389,5,0.187794,6.633075
0.544427004543,5,0.247255,9.247478
3.31082633842,1,0.165583,7.0
7.115,2,0.186688,13.0
665.675,1,23.502,4508.0
509.08,4,25.073841,1447.0
8.0,7,0.0,0.0
257.185,5,11.10638,825.0
114.263132851,2,18.782809,622.534933
122.265929531,2,22.802411,353.432737
90.3009376177,3,46.954951,386.03233
13.0682062867,4,0.432277,26.0
68.5916619775,1,4.990174,208.201809
294.875921127,2,9.525717,978.42573
435.054491257,1,11.423049,1120.971683
75.4495876161,4,5.005823,320.602587
5640.34,4,311.879838,25133.0
625.565,4,144.859746,1704.0
9.76100219408,5,1.868271,83.594513
761.213997806,5,57.176299,2779.405487
2206.86809224,1,35.2258,6004.755978
180.122915497,4,2.922491,538.351493
1151.20472678,2,76.05793,10273.786425
2367.27666599,9,619.045085,7744.534831
80.5299897182,3,1.136072,123.999953
26.0343861094,1,1.740866,94.46835
35.3305950929,1,6.724297,85.216475
178.55,6,46.122284,589.0
-10.973641122,3,0.367419,20.702154
15.9299044381,2,0.0,0.0
36.3053513363,6,1.516475,100.376322
3.67559369607,5,0.549036,19.0
24.5366734491,7,1.429564,52.119447
6.63827576673,12,5.305202,64.81899
405.601139517,2,7.044623,1259.231691
21.3646474802,3,7.847108,131.572892
365.70538908,1,19.292042,1052.527508
18.52,10,5.239937,63.0
177.208316336,9,6.211742,340.916197
419.505393177,6,16.602942,1253.255158
310.979880754,2,62.556733,1819.280014
372.91,3,108.087677,1577.0
103.720528077,2,8.286232,490.311162
999.959471924,2,109.929171,4818.688838
17.8852835582,2,0.040001,4.438798
-9.7305145091,2,0.110455,12.246162
2.24023095089,1,0.162791,10.31504
1806.51547781,10,454.447553,4843.655814
1292.215,8,74.671664,8604.0
13.0661152521,7,0.346601,29.305088
19.3309421186,6,0.789469,32.93849
29.847391666,1,1.86047,99.568221
0.162250381264,7,0.091696,4.189273
-1.35076147847,11,0.172749,2.28465
21.3645891586,4,0.29372,12.321499
7.7426521165,2,0.007822,0.358108
33.125,1,1.007641,133.0
0.915,1,1.633267,19.0
25.6661634201,3,2.623852,156.025365
3.51888931788,5,0.845257,10.547077
8.78994726206,2,5.061076,67.427558
61.0514757514,3,1.721704,348.148643
-3.96448778385,1,0.288769,23.157977
1.8709249482,5,7.026057,92.693379
43.75,9,17.441651,467.0
7.28978313714,12,0.286459,21.567215
20.8202420325,7,6.607262,381.731521
53.1556419707,6,0.369529,55.16267
1.0,1,0.0,0.0
2.495,4,1.380924,56.0
0.63,2,1.056231,22.0
0.115,1,0.100081,4.0
1.0,2,0.0,0.0
3.52646679847,1,2.348562,29.0
0.360952180645,10,0.454935,5.706228
128.300386712,3,15.230882,2108.835057
158.65602951,8,39.100291,1095.190157
7.89682778791,8,25.462088,319.369639
41.1904849322,8,1.945608,67.898919
90.8193666975,2,39.560404,399.795346
9.27773204486,6,0.821786,27.076934
17.6915173643,1,3.260733,190.082588
-2.6392494092,4,1.169,104.840478
33.1742715997,6,1.291685,146.902994
51.7365522686,6,0.000481,0.056876
18.7568580271,1,1.421898,176.543323
1.0,1,0.0,0.0
149.355,8,5.009093,626.0
161.745,7,9.270594,1117.0
24.5590471159,17,0.764629,59.058858
80.0182430787,12,2.335555,693.27452
2.85844672868,5,0.0,0.0
499.669434213,3,249.34903,3678.512662
-0.08,2,0.011569,1.0
4.035,2,0.324794,4.0
39.837645899,5,23.45333,848.971394
10.6081528516,1,4.173411,254.0
0.69903441147,6,0.840153,36.745765
4.26478487772,2,1.616801,21.645342
8.475,4,14.372224,269.0
40.8875590968,5,2.216362,244.0
55.225,2,4.478887,698.0
3.705,3,10.553477,131.0
7.39090006285,7,1.137746,42.774212
-8.55355997984,8,0.445254,78.721462
143.352879546,3,3.782696,1489.003302
108.96,1,45.75996,2275.0
-0.175,1,0.084857,6.0
10.245,2,12.241669,144.0
218.155008664,2,10.019218,1914.983945
263.66,4,10.258244,1054.0
5.27974691767,5,0.130306,11.5424
1.82025308233,7,0.281553,23.4576
-9.35420491206,4,5.692616,224.190986
24.9066319773,1,0.50466,51.327397
40.9875932021,3,1.547414,210.480456
114.852554356,3,5.777175,731.0
8.06106655682,1,7.267905,13.0
-16.5073129825,2,1.184175,86.0
27.6653076806,2,0.0,0.0
84.985,6,6.539052,269.0
47.1116971196,6,4.523748,977.962645
76.525,1,9.944468,1796.0
43.541192113,3,8.511613,469.904766
9.665,5,0.614202,57.0
9.42119748361,3,0.0,0.0
-9.69247002105,2,1.418373,60.145724
43.6762725375,2,10.684479,288.854276
0.411854583745,1,0.496287,8.772808
53.5334184924,8,3.444993,419.0
1.70886201899,9,0.179729,1.220656
56.9955721858,1,10.409543,472.87127
2.80490797861,1,0.232501,17.897591
0.930737990304,4,0.13847,4.0
92.6166767777,1,15.417689,791.554425
-0.015,1,0.091863,1.0
-0.346702081191,5,0.424457,28.39847
23.3514327094,4,26.700682,131.022012
51.708520947,2,31.875062,565.522903
7.65437760643,15,2.57579,32.224304
13.0,6,0.0,0.0
78.7,4,1.189189,338.0
-1.6412104308,5,0.143655,2.366662
2.7462104308,7,0.341942,6.633338
9.18071104642,4,0.861596,12.766639
29.5292749771,2,0.340195,45.930853
42.3434574302,3,1.381016,112.950286
125.355782446,1,13.961727,226.838253
415.402323957,1,17.269423,1920.837036
186.599537969,5,1.714121,695.013463
224.324961315,1,3.318203,1336.02936
203.054410471,2,2.368138,945.957178
23.9998325973,2,0.0,0.0
98.6701674027,3,3.189721,574.0
524.2,4,55.849824,2479.0
469.540976548,12,122.707756,1519.180501
707.245645583,2,178.608825,2100.993861
1978.17194285,5,145.913333,6305.95048
1633.675,3,68.603992,5232.0
206.101522845,7,78.794993,1047.207208
211.882228079,6,4.015859,702.439682
14.4501769691,16,6.056768,74.592055
129.429907267,5,9.604065,465.616307
92.9176864279,2,16.955847,268.872808
1309.76954978,5,848.880186,5489.472807
142.02,3,10.261919,932.0
71.5187537957,3,6.365698,409.558735
137.601246204,1,8.691448,513.441265
-37.0503234946,1,2.863546,370.240655
43.4811450428,2,0.0,0.0
64.5691784519,1,2.002839,269.759345
32.755,1,4.640926,263.0
66.925,1,17.561367,210.0
13.3279475567,2,0.112728,4.084238
-7.90648398876,4,0.422288,11.553738
-1.40646356798,5,0.015325,0.362024
23.95,2,17.765271,254.0
79.905,2,5.842457,344.0
36.615,2,3.914982,79.0
3.31367327792,12,3.956403,44.225481
96.6106421736,6,6.552135,553.556034
0.000684548411449,2,1.299633,13.218484
32.345,3,106.571466,100.0
1632.96275066,2,125.598439,5297.400343
96.535,3,5.392739,283.0
48.0821619387,2,8.347065,149.719815
29.42,8,19.673252,78.0
6.43783806134,7,2.483801,27.280185
59.2,2,5.479484,232.0
11.8170505089,2,0.701467,29.631535
4.58794949115,3,0.377625,6.368465
11.7742252586,1,2.536976,43.774119
482.670774742,2,112.275308,1481.225881
69.23,2,8.888588,305.0
23.8997758653,4,0.463423,32.149945
-0.203666807952,1,0.0,0.0
18.6039047379,3,1.169486,56.850055
5.86,5,0.25063,19.0
1719.85474163,2,53.139591,6905.189226
38.5277443297,1,1.760941,79.192684
21.6785930985,4,1.30135,107.153435
51.7018553533,28,0.18338,17.792906
171.537480616,24,7.378065,449.519507
3.18466052271,30,1.283855,16.854213
54.3701145314,5,6.241946,246.433596
0.290059455477,8,1.042863,15.757513
12.7789807101,6,0.381299,10.060583
8.34385421709,7,1.683942,46.181904
30.8,2,3.221518,208.0
616.18,2,18.161787,1666.0
362.06,4,24.523818,663.0
5.805,2,0.764596,20.0
393.66,1,31.057311,880.0
1.0,2,0.0,0.0
-2.15,3,0.04775,4.0
495.2,2,23.716878,1287.0
16.5,3,1.359136,28.0
94.4712283485,1,11.452531,213.980977
272.49206841,1,11.785726,695.084681
124.881703241,1,4.969141,379.934342
2.0,1,0.0,0.0
8.65,3,0.389036,19.0
39.805,3,4.233236,126.0
1300.31468484,7,145.453434,3360.465435
27.6687065658,1,0.417284,56.0
68.625,2,7.296657,170.0
664.975,6,29.16809,1652.0
1406.83406347,8,52.942217,4653.448175
20.39,3,2.012937,52.0
53.990802211,8,0.000261,0.016764
8.49030614182,3,0.164769,14.761105
4.33054740298,1,1.99448,25.016658
5.2,1,0.036268,19.0
238.087120487,2,5.43457,599.0
16.8200000005,1,0.628912,60.0
446.98800125,2,43.619358,1569.026278
-0.105,5,0.041927,1.0
56.1754280728,2,3.590108,104.874433
136.506116384,1,4.92904,435.809177
17.9834555436,4,8.26525,91.31639
583.8,2,57.410528,1914.0
62.8976538314,5,2.548637,160.0
106.1035934,4,26.812188,466.114428
183.015293879,5,22.213276,516.810706
339.626112721,2,71.66642,1148.074866
259.620265323,11,1.755236,773.567174
156.05193395,11,6.09752,842.66439
344.118309951,4,4.184602,522.825104
538.058722505,1,19.962967,1100.807899
88.59,13,14.62345,335.0
2582.48645033,4,19.51725,6703.478293
223.412591771,5,9.859696,610.648497
93.94,5,11.682999,246.0
258.55618317,18,39.399113,938.417956
241.904766188,20,66.020862,879.580777
136.380444769,6,5.789778,449.640149
111.187025233,4,1.997785,163.848843
100.698794769,5,0.360756,32.025777
96.2197091474,3,7.578377,268.660757
26.1142128496,8,1.013645,48.879202
0.116676128598,6,0.00142,0.032849
1492.10972746,6,28.209861,4955.451397
25.4906039282,7,1.848858,68.667819
-4.99230996028,5,0.144222,7.231068
1.0,3,0.0,0.0
26.2150007946,1,17.815358,87.999999
29.775,2,4.239404,135.0
2.02,5,0.085343,5.0
3.74216478214,10,0.172891,11.657238
330.528220332,6,18.275019,1443.010304
76.7580904674,3,0.239824,16.739063
45.3692311495,2,0.920957,61.856412
3.265,3,2.270228,27.0
237.999467202,10,72.903222,3588.919057
69.045,3,22.366397,1197.0
250.635,2,77.35065,1214.0
0.761495883797,2,0.000705,0.260558
1.00884572536,9,0.336823,5.31919
2.01615427463,5,0.474999,10.68081
89.485,3,20.976731,775.0
0.295,1,8.635252,55.0
68.730269022,5,8.868076,800.222634
13.94,5,2.922949,87.0
0.134895839272,3,0.151724,12.0
145.47,6,53.066632,1714.0
202.599393721,4,8.403128,1196.791518
75.0797181403,1,15.382804,473.856185
3.34,1,1.781174,36.0
1.0,2,0.0,0.0
9.24,2,15.556188,184.0
-0.075,1,0.022488,2.0
9.18,4,9.387372,115.0
1.80442635217,1,0.191731,12.572379
3.86057364783,2,4.957154,189.427621
14.72,2,12.247806,119.0
25.8360043532,4,0.236717,32.559993
234.38,1,66.128775,3567.0
12.2822125255,1,0.156216,12.18777
106.084779534,6,8.453071,833.640595
16.6594205147,2,5.212045,231.854543
1.0,3,0.0,0.0
3.8802201252,6,0.946385,17.282652
19.2146780775,7,12.780227,55.653967
15.7127678369,9,1.136756,23.41867
21.4560110765,2,0.673893,58.203825
40.6504798806,2,0.029014,7.351942
245.445,3,26.647781,1724.0
3.835,1,14.684423,115.0
0.95,1,0.057956,1.0
10.555,1,7.052541,132.0
-0.474026597939,2,0.02283,2.0
1.0,3,0.0,0.0
0.69549360601,3,9.569854,192.48713
3.15516773485,12,0.107424,28.277934
17.9463071108,13,0.427851,34.27008
4.37280496516,3,1.489114,67.451985
-4.62717289266,1,3.886093,48.616782
28.8574229634,1,0.547661,114.0
-0.63434456402,5,0.144671,10.54898
35.0602607399,1,52.926319,215.0
-0.065,1,0.112313,1.0
0.0318464459715,5,0.111746,5.0
0.908153554029,3,0.0,0.0
43.1006277922,3,27.858653,343.998159
194.086187616,27,14.359771,1259.843982
334.92692682,2,48.408276,3119.229085
1194.135,2,48.43142,6029.0
52.4180915957,5,1.812518,302.256214
-1.94309159569,4,1.463746,15.743786
10.879450337,5,8.907435,101.884658
3.77481830344,3,14.651953,167.59137
24.9407313595,3,1.21628,19.523972
98.84,2,12.217042,605.0
44.08,4,1.867115,257.0
-0.181188348892,2,0.11191,1.418222
54.475,1,9.759811,111.0
9.63,1,1.736505,36.0
-0.07,5,0.029365,1.0
125.04886656,1,3.088328,417.367229
506.467802868,2,18.085462,1339.891567
641.81,3,65.751226,2457.0
74.4902346599,3,17.434851,206.787534
89.12,2,1.351303,301.0
1.245,1,0.201803,6.0
3.63448338324,1,0.17378,11.0
1.09,1,0.558083,7.0
0.9,1,0.893279,31.0
1.0,6,0.0,0.0
117.26,4,22.428865,2029.0
2.18444604676,1,0.17749,18.0
3.99999998597,2,0.0,0.0
1277.035,2,278.714807,4637.0
5.015,8,0.969738,34.0
439.274142964,12,82.996095,1321.482211
195.224894929,10,19.302279,736.970305
125.645962107,4,3.347071,226.547484
724.72155034,1,44.149047,4424.26746
3008.68,1,206.213177,11284.0
254.43,5,5.982766,688.0
1.99111459708,6,0.0,0.0
147.495522155,6,1.051302,164.896263
16.475,11,0.366578,82.0
23.6296204502,10,1.308618,141.557319
-0.200291055328,8,0.218489,22.228939
55.6320832771,10,4.140599,179.213742
5.13774170647,6,2.123999,24.984817
268.253140323,2,12.483377,2008.717597
65.6141179709,6,4.145367,75.297586
36.5515029593,3,5.255284,252.220835
18.6905110124,3,1.190706,59.661383
36.3779860283,4,10.57802,125.117782
4.85426683147,1,1.776731,17.551432
5.04912638459,4,0.939852,17.499277
6.38160678394,5,0.527626,106.949291
2.76714342711,2,0.618615,7.417543
1.47575362283,1,0.03889,3.0
7.235,2,3.61038,42.0
0.04,2,0.011385,1.0
-0.0763322834661,2,0.281922,3.261316
-5.65965974174,4,0.38863,24.738622
6.99996846289,2,1e-06,6.2e-05
111.088832264,1,3.173384,65.16965
-63.6538322636,1,33.464546,644.83035
1.0,1,0.0,0.0
3.31275829656,4,0.04566,2.740342
1.135,2,0.236366,10.0
0.085,1,0.041047,4.0
4.72,2,13.200751,160.0
609.049615857,4,96.958263,4319.428705
264.655,1,23.533627,2171.0
120.23,1,5.018727,1076.0
17.5466883436,3,9.775983,138.502033
0.808863163034,3,0.304486,14.0
3.98838412261,5,0.668861,12.779645
5.71565138163,3,0.455947,52.862157
5.33690630266,7,1.036882,77.358198
334.550242555,4,20.96235,1224.713183
608.349757445,2,49.25746,2463.286817
857.346015083,11,24.982973,3562.99954
0.0,7,0.038759,1.0
145.191139147,6,7.339296,802.261869
-96.3708578103,2,38.573787,1847.540608
27.880879051,2,2.988972,66.044498
0.567461378071,5,0.302858,125.267773
35.5298886522,2,0.344025,43.273237
-1.31037537171,5,0.108729,14.005119
-0.568711536225,2,0.030245,2.0
1.0,1,0.0,0.0
1.98952985325,4,0.0,0.0
23.0857878207,1,0.31465,122.497723
2.70519534697,3,0.166633,65.950184
10.4294869791,5,0.144425,28.552093
49.985,5,3.960724,200.0
-0.830773177755,5,10.078611,421.813419
132.081054574,9,6.573411,974.219803
194.768064265,5,5.254881,509.356387
46.5356690487,2,3.527833,470.0
-0.131162098688,4,0.139434,1.767033
111.808830154,4,0.349277,161.673581
-74.4326680554,5,0.379302,175.559386
56.2177610782,4,5.798999,190.505332
0.18263759357,6,19.499532,840.178639
0.138419840129,6,1.054703,87.667021
417.076019989,3,4.640157,2239.060411
323.655560171,7,5.651059,692.272569
40.7719771302,5,4.997439,200.7103
10.6081851483,8,4.67964,84.089923
141.228404867,10,7.388693,408.63142
3.87975630141,2,2.038908,22.261324
19.6687240407,1,1.772229,41.232412
123.451519658,5,3.991271,466.506264
11.5164054955,3,0.193523,57.054492
9.83509902362,2,4.027868,89.0
0.85,8,0.91863,10.0
1.89097991828,2,0.113559,3.298848
